sourceDOI,reusedDOI,type,comment,sourceReference,alternativeID,sourceReferenceDetail,contributor
"10.1145/3324884.3416591","10.18653/v1/P19-1285","Metric","compare their model with Transformer-XL","8","","7","tugcecoskunn"
"10.1145/3324884.3416571","10.1145/2955129.2955178","Tool","Genetic Algorithm (GA)","52","","3","tugcecoskunn"
"10.1145/3324884.3416571","10.1109/SP.2017.49","Methodology","adversarial attack techniques: logits layer","7","","5","tugcecoskunn"
"10.1145/3324884.3416571","","Methodology","adversarial attack techniques: logits layer","15","arXiv:1412.6572","5","tugcecoskunn"
"10.1145/3324884.3416571","10.1109/ICSE.2019.00107","Methodology","to measure the output change of certain layer","34","","5","tugcecoskunn"
"10.1145/3324884.3416571","","Tool","the state-of-the-art model converter MMdnn ","27","https://github.com/Microsoft/MMdnn","6","tugcecoskunn"
"10.1145/3324884.3416571","10.1109/5.726791","Dataset","LeNet-5","23","","6","tugcecoskunn"
"10.1145/3324884.3416571","","Dataset","MNIST","24","http://yann.lecun.com/exdb/mnist/","6","tugcecoskunn"
"10.1145/3324884.3416571","10.1109/cvpr.2016.90","Dataset","ResNet 20 ","18","","6","tugcecoskunn"
"10.1145/3324884.3416571","","Dataset","VGG-16","39","arXiv:1409.1556","6","tugcecoskunn"
"10.1145/3324884.3416571","10.1109/CVPR.2018.00474","Dataset","MobileNet-V2","36","","6","tugcecoskunn"
"10.1145/3324884.3416571","","Dataset","CIFAR-10","22","http://www.cs.toronto.edu/kriz/ cifar.html.","6","tugcecoskunn"
"10.1145/3324884.3416571","","Dataset","IMDb","2","IMDb","6","tugcecoskunn"
"10.1145/3324884.3416571","","Tool","TensorFuzz","30","arXiv:1807.10875","9","tugcecoskunn"
"10.1145/3324884.3416592","10.1109/TNNLS.2020.2967051","Methodology","clustering","21","","5","tugcecoskunn"
"10.1145/3324884.3416592","10.1109/QEST.2011.21","Tool","AAlergia learning algorithm","29","","6","tugcecoskunn"
"10.1145/3324884.3416592","10.1145/186025.186051","Methodology","probabilistic model checking techniques","12","","8","tugcecoskunn"
"10.1145/3324884.3416592","","Methodology","the same setting as in [46] to generate a training set and test set","46","arXiv:1711.09576v4","9","tugcecoskunn"
"10.1145/3324884.3416592","10.1162/neco_a_01111","Dataset","Tomita Grammars","45","","9","tugcecoskunn"
"10.1145/3324884.3416592","10.3115/1219840.1219855","Dataset","Rotten Tomatoes Movie Review dataset","33","","9","tugcecoskunn"
"10.1145/3324884.3416592","","Statistics","set the dimensions of hidden  states and the number of hidden layers for the two RNNs as 512  and 1 respectively as in [50]","50","arXiv:1509.01626v3","9","tugcecoskunn"
"10.1145/3324884.3416592","","Tool","word2vec","30","arXiv:1301.3781","9","tugcecoskunn"
"10.1145/3324884.3416592","","Methodology","the recent approach reported in [47].","47","arXiv:1910.13895","11","tugcecoskunn"
"10.1145/3324884.3416592","10.1145/3375627.3375833","Tool","TEXTBUGGER","26","","12","tugcecoskunn"
"10.1145/3324884.3416593","10.1145/301618.301665","Methodology","type-checking","30","","4","tugcecoskunn"
"10.1145/3324884.3416593","10.1145/1390630.1390656","Tool","Checker Framework","59","","4","tugcecoskunn"
"10.1145/3324884.3416593","","Methodology","folding and interval analysis","23","https:// checkerframework.org/manual/#constant-value-checker","4","tugcecoskunn"
"10.1145/3324884.3416593","10.1145/3213846.3213849","Methodology","indexing analysis","44","","4","tugcecoskunn"
"10.1145/3324884.3416593","","Tool","whole-program type inference tool","24","https: //checkerframework.org/manual/#whole-program-inference","5","tugcecoskunn"
"10.1145/3324884.3416593","10.1145/3377811.3380341","Methodology","used the implementation from [45] ","45","","6","tugcecoskunn"
"10.1145/3324884.3416593","","Tool","do-like-javac","43","https://github.com/kelloggm/do-like-javac","6","tugcecoskunn"
"10.1145/3324884.3416593","10.1145/3319535.3345659","Replication","repeated their experiments and extended","65","","7","tugcecoskunn"
"10.1145/3324884.3416593","","Tool","SpotBugs","25","https://spotbugs.github.io/.","7","tugcecoskunn"
"10.1145/3324884.3416593","10.1145/1646353.1646374","Tool","Coverity","13","","7","tugcecoskunn"
"10.1145/3324884.3416593","10.1109/TSE.2019.2948910","Tool","CogniCrypt???T","47","","7","tugcecoskunn"
"10.1145/3324884.3416593","10.1145/3319535.3345659","Tool","CryptoGuard","65","","8","tugcecoskunn"
"10.1145/3324884.3416593","10.1109/SecDev.2019.00017","Methodology","CryptoAPIBench","3","","8","tugcecoskunn"
"10.1145/3324884.3416621","","Dataset","MNIST ","19","http://yann.lecun.com/exdb/mnist/.","5","rusenhalepmollasi"
"10.1145/3324884.3416621","","Dataset","CIFAR10","32","http://www.cs.toronto.edu/~kriz/cifar.html.","5","rusenhalepmollasi"
"10.1145/3324884.3416621","","Dataset","SVHN","31","http://ufldl.stanford.edu/housenumbers/nips2011_housenumbers.pdf","5","rusenhalepmollasi"
"10.1145/3324884.3416621","10.1145/3180155.3180220","Methodology","image transformation strategy","44","","5","rusenhalepmollasi"
"10.1145/3324884.3416621","10.1109/ICSE.2019.00108","Methodology","adversarial attack strategy","17","","5","rusenhalepmollasi"
"10.1145/3324884.3416621","10.1109/ICSE.2019.00108","Methodology","baseline method: LSA&DSA (SADL)","17","","6","rusenhalepmollasi"
"10.1145/3324884.3416621","10.1109/CVPR.2013.116","Methodology","baseline method: AAL","20","","6","rusenhalepmollasi"
"10.1145/3324884.3416621","10.1145/3338906.3338930","Methodology","baseline method: CES","21","","6","rusenhalepmollasi"
"10.1145/3324884.3416621","10.1109/TSE.2017.2720603","Statistics","W/T/L (win/tie/lose)","30","","7","rusenhalepmollasi"
"10.1145/3324884.3416621","10.1109/SANER.2018.8330212","Statistics","average rank (AR) ","23","","7","rusenhalepmollasi"
"10.1145/3324884.3416616","10.1145/3338906.3338917","Dataset","the dataset proposed by Zhang et al.","62","","2","rusenhalepmollasi"
"10.1145/3324884.3416616","10.1145/3238147.3238219","Tool","CLDIFF","29","","6","rusenhalepmollasi"
"10.1145/3324884.3416616","10.1109/ESEM.2017.23","Methodology","baseline method1","26","","7","rusenhalepmollasi"
"10.1145/3324884.3416616","10.1109/MSR.2017.26","Methodology","baseline method1","44","","7","rusenhalepmollasi"
"10.1145/3324884.3416616","10.24963/ijcai.2018/399","Methodology","baseline method3","59","","7","rusenhalepmollasi"
"10.1145/3324884.3416616","10.1109/MSR.2017.24","Metric","TravisTorrent database","7","","4","rusenhalepmollasi"
"10.1145/3324884.3416616","10.1145/3183440.3195012","Methodology","it is orthogonal to their study and  it reuses the classifiers","45","","10","rusenhalepmollasi"
"10.1145/3324884.3416564","","Methodology","POPQORN to address the robustness verification of RNNs.","33","arXiv:1905.07387v1","2","rusenhalepmollasi"
"10.1145/3324884.3416564","","Methodology","categorical distribution","4","https://en.wikipedia.org/wiki/Categorical_distribution","4","rusenhalepmollasi"
"10.1145/3324884.3416564","","Methodology","followed the same configurations to train an LSTM model ","33","arXiv:1905.07387v1","8","rusenhalepmollasi"
"10.1145/3324884.3416564","10.3115/1072228.1072378","Dataset","The CogComp QC","37","","8","rusenhalepmollasi"
"10.1145/3324884.3416564","","Dataset","The Jigsaw Toxic Comment","1","https://www.kaggle. com/c/jigsaw-toxic-comment-classification-challenge","8","rusenhalepmollasi"
"10.1145/3324884.3416564","","Dataset","The Sentiment Analysis","39","https://aclanthology.org/P11-1015/","8","rusenhalepmollasi"
"10.1145/3324884.3416564","10.1145/3338906.3338954","Methodology","ω major components as in [20] when applying PCA","20","","8","rusenhalepmollasi"
"10.1145/3324884.3416539","","Methodology","the open coding method to identify common code-level characteristics ","20","https://books.google.com.tr/books?id=gX1ZDwAAQBAJ&dq=Qualitative+inquiry+and+research+design:+Choosing+among+five+approaches+2016&hl=tr&lr=","4","rusenhalepmollasi"
"10.1145/3324884.3416539","","Methodology","standardization method: subtracting the median from the dataset and scaling it according to the interquartile range","39","https://books.google.com.tr/books/about/Understanding_Statistics.html?id=vXzWG09_SzAC&redir_esc=y","7","rusenhalepmollasi"
"10.1145/3324884.3416539","10.1109/QSIC.2014.19","Metric","Empirical finding: ICB (feature)","32","","8","rusenhalepmollasi"
"10.1145/3324884.3416539","10.1007/s10664-018-9663-0","Metric","Empirical finding: JDK (feature)","36","","8","rusenhalepmollasi"
"10.1145/3324884.3416539","10.1145/2025113.2025179","Tool","EvoSuite","22","","8","rusenhalepmollasi"
"10.1145/3324884.3416539","","Dataset","EvoSuite MockList: list of dependencies to mock","4","https://github.com/EvoSuite/ evosuite/blob/master/runtime/src/main/java/org/evosuite/runtime/mock/ MockList.java","8","rusenhalepmollasi"
"10.1145/3324884.3416612","","Tool","Schwa:defect predictor","14","https://sigarra.up.pt/fep/en/pub_geral.show_file?pi_doc_id=43612","3","rusenhalepmollasi"
"10.1145/3324884.3416612","10.1109/QSIC.2011.19","Tool","EvoSuite: automated test generation framework that generates JUnit test suites for Java classes","19","","5","rusenhalepmollasi"
"10.1145/3324884.3416612","10.1109/TSE.2017.2663435","Tool","DynaMOSA: Dynamic Many-Objective Sorting Algorithm","52","","5","rusenhalepmollasi"
"10.1145/3324884.3416612","","Dataset","Defects4J","38","https://github.com/rjust/defects4j","6","rusenhalepmollasi"
"10.1145/3324884.3416612","10.1007/978-3-319-66299-2_5","Methodology","Coverage criteria","31","","6","rusenhalepmollasi"
"10.1145/3324884.3416612","10.1109/ASE.2015.86","Methodology","Assertion strategy","59","","6","rusenhalepmollasi"
"10.1145/3324884.3416612","10.1109/TSE.2012.14","Methodology","EvoSuite default parameters in previous work","20","","6","rusenhalepmollasi"
"10.1145/3324884.3416612","10.1109/TSE.2017.2663435","Methodology","EvoSuite default parameters in previous work","52","","6","rusenhalepmollasi"
"10.1145/3324884.3416551","10.1109/ICSME.2018.00028","Methodology","General API knowledge graphs: following the threatment","16","","4","rusenhalepmollasi"
"10.1145/3324884.3416551","10.1145/3338906.3338971","Methodology","General API knowledge graphs: following the threatment","19","","4","rusenhalepmollasi"
"10.1145/3324884.3416551","10.1109/ICSE.2017.48","Methodology","following the threatment in [16,19], they use software-specific tokenizer ","5","","4","rusenhalepmollasi"
"10.1145/3324884.3416551","10.1145/2884781.2884862","Methodology","following the threatment in [16,19], they use software-specific tokenizer ","46","","4","rusenhalepmollasi"
"10.1145/3324884.3416551","10.3115/v1/P14-5010","Tool","Stanford CoreNLP","21","","4","rusenhalepmollasi"
"10.1145/3324884.3416551","10.1145/3338906.3338971","Methodology","the web page parser","19","","7","rusenhalepmollasi"
"10.1145/3324884.3416551","10.1109/ICSME.2018.00028","Methodology","API-caveat sentence patterns","16","","7","rusenhalepmollasi"
"10.1145/3324884.3416551","10.1145/2970276.2970317","Methodology","set the word embeding dimension 200","6","","6","rusenhalepmollasi"
"10.1145/3324884.3416551","10.1007/978-94-017-1404-4","Methodology","statistical sampling method to examine MIN randomly sampled instances of each type of constraint relation","35","","8","rusenhalepmollasi"
"10.1145/3324884.3416551","10.1145/2901739.2903506","Dataset","MuBench: API misuse benchmark","3","","8","rusenhalepmollasi"
"10.1145/3324884.3416591","10.1145/3236024.3236051","Methodology","For TypeScript programs, they apply the approach in Hellendoorn et al. to extract type annotations of the identifiers","16","","6","rusenhalepmollasi"
"10.1145/3324884.3416591","10.1145/3377811.3380342","Methodology","randomly sample 200 program files from both Java and TypeScript test sets as the small test sets for Byte Pair Encoding based Neural Language Model (BPE NLM) [25] evaluation since when performing completion (testing) in their model, they use a variation of the beam search algorithm to combine the sub-units to complete tokens, which is very time- consuming","25","","6","rusenhalepmollasi"
"10.1145/3324884.3416591","10.24963/ijcai.2018/578","Methodology","They choose 𝐾 (50,000) most frequent tokens in each training set to build the token vocabulary, which is the same as Li et al.’s study. ","27","","7","rusenhalepmollasi"
"10.1145/3324884.3416591","10.24963/ijcai.2018/578","Methodology","They compare their model with baseline model: Pointer Mixture Network","27","","7","rusenhalepmollasi"
"10.1145/3324884.3416591","10.1145/3377811.3380342","Methodology","They compare their model with baseline model: Byte Pair Encoding based Neural Language Model (BPE NLM)","25","","7","rusenhalepmollasi"
"10.1145/3324884.3416591","10.18653/v1/P19-1285","Methodology","They compare their model with baseline model: Transformer-XL","8","","7","rusenhalepmollasi"
"10.1145/3324884.3416571","","Dataset","MNIST ","24","http://yann.lecun.com/exdb/mnist/","2","rusenhalepmollasi"
"10.1145/3324884.3416571","","Dataset","CIFAR10","22","http://www.cs.toronto.edu/kriz/ cifar.html.","2","rusenhalepmollasi"
"10.1145/3324884.3416571","","Dataset","IMDb","2","https://www.imdb.com/interfaces/","2","rusenhalepmollasi"
"10.1145/3324884.3416571","10.1145/3377811.3380358","Methodology","They randomly add the Cauchy noise","53","","4","rusenhalepmollasi"
"10.1145/3324884.3416571","10.1109/SP.2017.49","Methodology","selecting the logits layer as the target layer (inspired by SATO)","7","","5","rusenhalepmollasi"
"10.1145/3324884.3416571","","Methodology","selecting the logits layer as the target layer (inspired by SATO)","15","arXiv:1412.6572","5","rusenhalepmollasi"
"10.1145/3324884.3416571","10.1109/ICSE.2019.00107","Methodology","CRADLE: cross-backend validation to detect and localize bugs in deep learning libraries","34","","5","rusenhalepmollasi"
"10.1145/3324884.3416571","","Tool","Mmdnn","27","https://github.com/Microsoft/MMdnn","6","rusenhalepmollasi"
"10.1145/3324884.3416571","","Tool","TENSORFUZZ","30","arXiv:1807.10875","9","rusenhalepmollasi"
"10.1145/3324884.3416592","10.1109/QEST.2011.21","Tool","AAlergia learning algorithm","29","","4","rusenhalepmollasi"
"10.1145/3324884.3416592","","Methodology","They apply the same setting as in [46] to generate a training set and test set based on the grammars","46","arXiv:1711.09576v4","7","rusenhalepmollasi"
"10.1145/3324884.3416592","10.1162/neco_a_01111","Dataset","Tomita Grammars","45","","7","rusenhalepmollasi"
"10.1145/3324884.3416592","10.3115/1219840.1219855","Dataset","Rotten Tomatoes Movie Review (RTMR)","33","","7","rusenhalepmollasi"
"10.1145/3324884.3416592","","Methodology","set the dimensions of hidden  states and the number of hidden layers for the two RNNs as 512  and 1 respectively as in [50]","50","arXiv:1509.01626v3","7","rusenhalepmollasi"
"10.1145/3324884.3416592","10.1109/TNNLS.2020.2967051","Methodology","Baseline 1","21","","8","rusenhalepmollasi"
"10.1145/3324884.3416592","","Methodology","Baseline 2","46","arXiv:1711.09576v4","9","rusenhalepmollasi"
"10.1145/3324884.3416592","","Methodology","Baseline 3","47","arXiv:1910.13895","9","rusenhalepmollasi"
"10.1145/3324884.3416592","10.1145/3375627.3375833","Methodology","Textbugger: Generating adversarial text against real-world applications","26","","10","rusenhalepmollasi"
"10.1145/3324884.3416593","10.1145/301618.301665","Methodology","type-checking","30","","4","rusenhalepmollasi"
"10.1145/3324884.3416593","10.1145/1390630.1390656","Tool","Checker Framework","59","","4","rusenhalepmollasi"
"10.1145/3324884.3416593","10.1145/103135.103136","Methodology","traditional constant propagation and folding analysis ","81","","4","rusenhalepmollasi"
"10.1145/3324884.3416593","","Methodology","enhanced constant folding and interval analysis ","23","https:// checkerframework.org/manual/#constant-value-checker","4","rusenhalepmollasi"
"10.1145/3324884.3416593","10.1145/3213846.3213849","Methodology","array indexing analysis","44","","4","rusenhalepmollasi"
"10.1145/3324884.3416593","","Tool","whole-program type inference tool","24","https: //checkerframework.org/manual/#whole-program-inference","5","rusenhalepmollasi"
"10.1145/3324884.3416593","10.1145/3377811.3380341","Methodology","the implementation from [45]","45","","6","rusenhalepmollasi"
"10.1145/3324884.3416593","","Tool","do-like-javac","43","https://github.com/kelloggm/do-like-javac","6","rusenhalepmollasi"
"10.1145/3324884.3416593","10.1109/SecDev.2019.00017","Methodology","CryptoAPIBench","3","","7","rusenhalepmollasi"
"10.1145/3324884.3416593","","Tool","SpotBugs","25","https://spotbugs.github.io/.","7","rusenhalepmollasi"
